Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,Agriculture value added(in USD),Renewable Energy Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
41128771.0,20362329.0,20766442.0,19.841,6.208,9.0,20.98223,29.10045,30.14557,11.87949,4.96,52968487738.88185,3638505418.42264,5.285,68.479,74.716,100.911262512207,28.8455085754395,,,2022,Afghanistan
40099462.0,19844584.0,20254878.0,35.842,7.344,9.0,20.98223,29.10045,30.14557,11.87949,4.96,14583135236.5744,4883089769.33996,17.86,58.915,65.279,100.911262512207,28.8455085754395,,55.9294013977051,2021,Afghanistan
38972230.0,19279930.0,19692301.0,36.051,7.113,9.0,18.48131,45.98341,53.91368,26.41834,11.71,20143451705.7548,5402594629.85022,17.58,59.866,65.432,100.911262512207,10.8584403991699,,,2020,Afghanistan
37769499.0,18679089.0,19090409.0,36.466,6.791,9.0,18.33941,44.51263,59.36147,24.07933,11.085,18904502222.2108,4872440871.18381,18.51,60.619,66.677,110.007507324219,28.8455085754395,86.1755218505859,,2019,Afghanistan
36686784.0,18136922.0,18549862.0,36.927,6.981,9.0,18.12015,44.39712,63.66947,23.55313,11.11,18418860354.4238,4060050370.96022,17.96,59.923,66.458,107.780532836914,9.96378993988037,88.7355194091797,,2018,Afghanistan
35643418.0,17614722.0,18028696.0,37.342,7.027,9.0,18.02644,43.989,66.61707,23.59966,11.18,18896353155.8839,4992454123.29534,19.21,60.105,66.099,106.129997253418,28.8455085754395,87.2533264160156,,2017,Afghanistan
34636207.0,17115346.0,17520861.0,37.936,7.077,9.0,19.27449,44.37642,66.19894,24.80629,10.086,18019554403.4503,4638289891.41854,19.92,61.193,65.096,106.150283813477,28.8455085754395,82.9104614257812,,2016,Afghanistan
33753499.0,16682054.0,17071446.0,38.803,7.331,9.0,20.66918,44.65121,65.68285,26.0521,8.989,19998143635.873,4126481495.1712,17.53,60.76,64.576,106.182418823242,28.8455085754395,,64.3400039672852,2015,Afghanistan
32716210.0,16172321.0,16543889.0,39.105,7.395,9.0,22.04671,44.79854,64.95338,27.4106,7.91,20550582746.8448,4549291004.84737,18.93,60.812,64.274,109.115516662598,8.31087017059326,,,2014,Afghanistan
31541209.0,15594637.0,15946572.0,39.601,7.478,9.0,19.53853,47.64077,67.85356,25.20403,7.949,20564485419.1684,4690895412.39673,16.86,60.791,64.027,107.695976257324,28.8455085754395,,,2013,Afghanistan
30466479.0,15067373.0,15399105.0,40.009,7.711,9.0,17.19253,50.17682,70.50992,23.03783,8.019,20203572959.5023,4927827948.56387,15.36,60.317,63.514,106.283401489258,28.8455085754395,,,2012,Afghanistan
29249157.0,14468875.0,14780282.0,39.855,7.931,9.0,15.77764,52.67994,73.42132,20.42934,7.947,18190413831.9037,4319070738.22919,12.61,59.825,62.993,100.290298461914,3.75560998916626,,46.9900512695312,2011,Afghanistan
28189672.0,13949295.0,14240377.0,40.602,8.254,9.0,15.21198,53.78926,76.35602,17.53928,8.068,15633843661.8051,4097641138.7977,15.15,59.278,62.408,102.903442382812,28.8455085754395,,,2010,Afghanistan
27385307.0,13557331.0,13827977.0,41.157,8.535,9.0,13.82961,56.27216,78.33239,15.85615,8.082,12154835707.8987,3561063119.72181,16.53,58.82,61.892,99.3697204589844,4.02480983734131,,,2009,Afghanistan
26427199.0,13088192.0,13339006.0,41.506,8.832,9.0,12.39661,58.90637,81.32214,13.17623,8.022,10249770318.5697,2551400502.69057,21.17,58.172,61.529,103.413963317871,28.8455085754395,,,2008,Afghanistan
25903301.0,12835340.0,13067961.0,43.858,9.359,6.0,12.03366,59.61623,82.39261,12.23222,8.108,9715765105.48016,2924932188.46323,28.78,57.342,60.909,101.086456298828,28.8455085754395,,,2007,Afghanistan
25442944.0,12614497.0,12828447.0,44.721,9.679,6.0,11.40802,61.01674,84.07625,10.92728,8.054,6971383338.70803,1996323142.77531,31.89,57.133,60.243,103.932243347168,28.8455085754395,,,2006,Afghanistan
24411191.0,12109086.0,12302104.0,45.263,9.941,6.0,10.89879,61.81535,85.17677,10.0268,8.113,6226198934.83329,1937272765.10973,33.88,57.013,59.697,100.229690551758,28.8455085754395,,,2005,Afghanistan
23553551.0,11690825.0,11862726.0,46.33,10.277,6.0,10.10977,63.05186,86.39676,9.143875,8.053,5220825048.64637,1551684917.84982,44.24,56.658,59.216,106.252662658691,1.38966000080109,,,2004,Afghanistan
22645130.0,11247647.0,11397483.0,47.35,10.698,6.0,9.739044,63.34015,86.72085,8.786016,8.122,4539496562.95373,1698627656.73833,36.66,56.032,58.65,96.5536804199219,1.38107001781464,,,2003,Afghanistan
21000256.0,10438055.0,10562202.0,48.201,11.28,6.0,9.271434,64.08779,87.5259,8.18386,8.186,3854235264.37171,1488809830.09966,37.83,55.227,57.672,75.9597473144531,28.8455085754395,,,2002,Afghanistan
19688632.0,9793166.0,9895467.0,48.979,11.713,6.0,8.361796,66.05487,88.712,7.53183,8.04,52968487738.88185,3638505418.42264,45.6,54.272,57.344,22.9085903167725,28.8455085754395,,,2001,Afghanistan
19542982.0,9727541.0,9815442.0,49.664,12.096,6.0,8.636017,65.47169,88.07875,7.844514,8.054,52968487738.88185,3638505418.42264,44.99,53.762,56.858,22.1629905700684,28.8455085754395,,,2000,Afghanistan
19262847.0,9595036.0,9667811.0,50.351,12.463,6.0,8.958789,64.98719,87.46256,8.272681,8.07,52968487738.88185,3638505418.42264,43.44,53.41,56.3,27.298849105835,28.8455085754395,,,1999,Afghanistan
18493132.0,9217591.0,9275541.0,50.88,13.565,6.0,9.289663,64.61451,86.82232,8.832011,8.082,52968487738.88185,3638505418.42264,38.02,51.134,54.818,34.2968788146973,28.8455085754395,,,1998,Afghanistan
17788819.0,8871958.0,8916862.0,51.4,13.334,9.0,9.635636,64.26736,86.20139,9.42873,8.089,52968487738.88185,3638505418.42264,36.42,52.153,55.151,100.911262512207,28.8455085754395,,,1997,Afghanistan
17106595.0,8537421.0,8569175.0,51.873,13.627,9.0,10.0015,63.85911,85.5619,10.04247,8.165,52968487738.88185,3638505418.42264,33.89,51.722,54.806,100.911262512207,28.8455085754395,,,1996,Afghanistan
16418912.0,8199445.0,8219467.0,52.073,14.092,9.0,10.10013,63.88614,85.21585,10.48767,8.26,52968487738.88185,3638505418.42264,31.8,51.039,54.087,49.6983299255371,28.8455085754395,,,1995,Afghanistan
2780469.0,1530390.0,1250079.0,19.841,6.208,12.0,20.98223,29.10045,30.14557,11.87949,12.557,19502783987.8807,2021341611.77038,5.285,68.479,74.716,92.9023818969727,59.8064498901367,92.1473693847656,,2022,Armenia
2790974.0,1534475.0,1256498.0,12.049,13.007,12.0,17.53141,30.28259,33.56205,10.23657,12.729,13861409968.835,1571534231.89154,5.285,66.554,77.35,93.8099975585938,58.7563095092773,100.631843566895,,2021,Armenia
2805608.0,1540097.0,1265512.0,12.455,12.792,12.0,17.14297,30.80131,33.93269,10.31673,12.18,12641698593.7908,1434808158.73513,8.38,67.051,76.996,96.6205673217773,53.3061294555664,101.986747741699,99.8738174438477,2020,Armenia
2820602.0,1545834.0,1274767.0,12.892,9.662,12.0,17.0539,29.90575,33.23834,9.888021,12.2,13619290545.8131,1569706413.58205,10.34,70.403,79.856,97.3231430053711,53.3068199157715,97.2270965576172,,2019,Armenia
2836557.0,1551563.0,1284995.0,13.307,9.75,12.0,16.82781,30.64513,34.17381,9.581635,13.21,12457940705.3088,1736924918.98091,11.13,69.992,79.601,100.061309814453,56.1650505065918,100.23706817627,,2018,Armenia
2851923.0,1556899.0,1295024.0,13.606,9.664,12.0,16.70863,31.34356,35.02524,9.294903,12.944,11527458712.6187,1728457145.08875,12.56,69.92,79.381,101.619812011719,53.5907592773438,102.763427734375,99.8470230102539,2017,Armenia
2865835.0,1561467.0,1304368.0,14.504,9.634,12.0,15.78447,33.59874,37.15694,8.324924,12.426,10546136240.3952,1728561669.32574,13.15,69.673,79.203,103.061706542969,51.7460098266602,105.009422302246,99.8473968505859,2016,Armenia
2878595.0,1565465.0,1313130.0,14.641,9.607,12.0,15.91051,35.32888,40.19437,7.959039,12.177,10553337527.7745,1817613989.7702,10.74,69.595,78.833,102.382690429688,45.4674301147461,94.2263793945312,,2015,Armenia
2889930.0,1568781.0,1321149.0,15.842,9.704,12.0,16.72849,34.82585,40.5717,8.55197,11.862,11609513241.0754,2098075452.64461,7.08,69.236,78.498,100.915573120117,44.411018371582,94.6037063598633,,2014,Armenia
2901385.0,1572193.0,1329192.0,15.055,9.813,12.0,17.00267,36.27645,44.49667,6.976226,11.531,11121464429.703,2050215596.78818,6.77,69.062,77.913,99.3458786010742,41.6240310668945,,,2013,Armenia
2914421.0,1576538.0,1337883.0,15.094,9.761,12.0,17.6793,37.25019,43.90857,7.920815,11.298,10619320692.8087,1902205141.23367,6.56,69.037,77.483,96.4941024780273,41.4842185974121,93.5642013549805,,2012,Armenia
2928976.0,1581404.0,1347572.0,14.046,9.559,11.0,16.68366,38.92911,45.67503,6.746448,10.917,10142111812.3665,3638505418.42264,8.01,68.613,77.713,96.5201721191406,47.8231010437012,93.4741592407227,99.8473968505859,2011,Armenia
2946293.0,1587223.0,1359071.0,13.898,9.384,10.0,17.41351,38.59638,47.17285,6.310471,10.542,9260285762.09704,3638505418.42264,9.36,68.597,77.437,96.6795196533203,47.7453117370605,91.5400009155273,,2010,Armenia
2964296.0,1593247.0,1371050.0,14.255,9.356,10.0,17.07955,39.45403,45.94915,5.768989,9.894,8647937090.63389,3638505418.42264,7.8,68.242,77.149,105.322792053223,47.3799514770508,,,2009,Armenia
2983421.0,1599812.0,1383609.0,13.038,9.387,10.0,18.84927,38.27179,44.87653,7.042075,9.997,11662040703.8916,3638505418.42264,6.4,67.995,76.572,107.106376647949,45.9996299743652,98.6576766967773,,2008,Armenia
3004393.0,1607400.0,1396993.0,12.578,9.117,10.0,19.52978,37.62118,44.45932,8.204712,9.81,9206301264.17572,3638505418.42264,7.02,68.08,76.322,106.073532104492,44.433708190918,96.7462768554688,,2007,Armenia
3026486.0,1615571.0,1410916.0,11.759,9.063,10.0,18.67386,39.27095,44.37073,8.652855,10.001,6384452070.74171,3638505418.42264,7.65,67.743,76.011,95.9769287109375,41.8117218017578,92.0257110595703,,2006,Armenia
3047246.0,1623111.0,1424136.0,13.033,8.914,10.0,17.86404,40.8853,44.07862,9.203305,10.218,4900469515.07252,3638505418.42264,6.49,67.596,75.781,93.726318359375,38.3384399414062,93.4663162231445,,2005,Armenia
3065745.0,1629805.0,1435939.0,12.822,8.919,10.0,17.21499,42.51967,43.74783,9.776159,10.347,3576615240.41616,3638505418.42264,8.71,67.494,75.116,94.7377319335938,37.0803489685059,100.005928039551,,2004,Armenia
3084102.0,1636478.0,1447623.0,12.482,8.573,10.0,17.18406,43.82552,43.29369,10.57644,10.625,2807061008.69084,3638505418.42264,9.81,67.306,75.375,93.5719833374023,36.6645317077637,86.7742309570312,,2003,Armenia
3105037.0,1644189.0,1460849.0,12.19,8.593,10.0,16.97397,45.26392,42.79052,11.3543,10.81,2376335048.39976,3638505418.42264,8.9,67.124,74.707,90.6743011474609,35.8594512939453,83.7433776855469,,2002,Armenia
3133133.0,1656074.0,1477059.0,12.157,8.344,10.0,16.63812,46.5042,43.65321,11.28046,10.933,2118467913.37873,3638505418.42264,5.42,67.073,74.587,93.4416732788086,33.6579399108887,,99.8072814941406,2001,Armenia
3168523.0,1672231.0,1496293.0,12.51,8.27,10.0,16.5716,47.51644,44.32447,11.40787,11.055,1911563668.85006,3638505418.42264,7.16,66.89,74.152,88.3385314941406,35.331470489502,,100.0,2000,Armenia
3206030.0,1689409.0,1516620.0,13.265,8.261,10.0,16.46279,48.28792,44.85633,11.52033,11.2,1845482173.02732,3638505418.42264,8.36,66.554,73.767,122.595680236816,34.5188789367676,,,1999,Armenia
3240550.0,1705134.0,1535416.0,13.902,7.808,9.0,16.4982,48.84616,45.40971,11.67253,9.4,1893726437.26462,3638505418.42264,9.38,66.785,74.033,121.646560668945,32.2960205078125,,,1998,Armenia
3271418.0,1719117.0,1552302.0,14.75,7.994,9.0,16.59503,49.3147,45.64052,11.78325,10.8,1639492444.76152,3638505418.42264,10.12,66.322,73.293,122.268859863281,21.6399097442627,90.6225814819336,,1997,Armenia
3298898.0,1731224.0,1567674.0,15.489,7.837,9.0,16.7487,49.58484,45.99102,12.03065,9.3,1596968946.23708,3638505418.42264,12.47,65.82,73.589,90.0802536010742,16.0046005249023,,,1996,Armenia
3322782.0,1741289.0,1581494.0,16.348,7.969,9.0,16.96626,49.78033,46.28241,12.34967,6.7,1468317435.20148,3638505418.42264,9.27,65.445,73.023,89.3949279785156,18.2080593109131,,,1995,Armenia
10175016.0,5154492.0,5020523.0,19.841,6.208,10.0,20.98223,29.10045,30.14557,11.87949,5.462,78721058823.5294,3750705882.35294,5.285,68.479,74.716,99.8082962036133,41.7732887268066,99.7032775878906,,2022,Azerbaijan
10137750.0,5135000.0,5002750.0,11.1,7.6,10.0,15.44495,34.18707,39.42711,7.062349,5.95,54825411764.7059,3139294117.64706,5.285,65.646,73.287,97.7304992675781,38.866081237793,96.5635528564453,,2021,Azerbaijan
10093121.0,5110146.0,4982975.0,12.5,7.5,10.0,14.95154,34.84196,40.03536,6.917437,7.16,42693000000.0,2877058823.52941,1.23,62.986,70.998,98.2360687255859,36.1521987915039,98.5337295532227,,2020,Azerbaijan
10024283.0,5076093.0,4948191.0,14.1,5.6,10.0,14.90599,34.66605,39.88724,6.786845,4.85,48174235294.1176,2743647058.82353,1.62,70.23,75.832,97.9353485107422,31.5401992797852,100.383338928223,99.9339294433594,2019,Azerbaijan
9939771.0,5036324.0,4903447.0,14.0,5.8,10.0,14.67404,35.4523,40.8495,6.607662,4.94,47112479289.4186,2455740629.99382,1.93,69.693,75.708,99.7220993041992,27.7084999084473,100.219947814941,,2018,Azerbaijan
9854033.0,4995509.0,4858524.0,14.6,5.8,10.0,14.47207,35.94409,41.48027,6.383563,4.96,40866632047.8414,2291542861.16272,1.91,68.953,75.467,103.294097900391,27.0674095153809,107.172172546387,99.9380493164062,2017,Azerbaijan
9757812.0,4949205.0,4808608.0,16.3,5.8,10.0,14.32803,36.33691,42.08655,6.118748,5.0,37867007022.7844,2122425401.73249,1.94,68.411,75.587,106.431739807129,25.926420211792,111.301910400391,99.9404830932617,2016,Azerbaijan
9649341.0,4897308.0,4752032.0,17.2,5.7,10.0,14.06371,36.35587,42.03612,5.961463,4.96,53076244754.5037,3278761107.0946,2.33,68.081,74.788,106.601486206055,25.4832000732422,103.280212402344,99.9427795410156,2015,Azerbaijan
9535079.0,4843397.0,4691683.0,17.9,5.8,10.0,14.30424,36.75345,42.63239,6.251621,4.91,75239737488.8044,4002307650.62679,2.12,67.813,74.384,106.05989074707,23.1597309112549,98.1257095336914,99.9569931030273,2014,Azerbaijan
9416801.0,4787835.0,4628966.0,18.3,5.8,10.0,14.37501,37.10055,43.50152,6.103645,4.97,74160553008.7311,3979651414.59318,2.52,67.482,74.277,100.500450134277,21.4404296875,88.0894088745117,99.9524688720703,2013,Azerbaijan
9295784.0,4730889.0,4564895.0,18.8,5.9,9.0,14.28698,37.65334,43.88524,6.287882,5.19,69679913509.9091,3581386947.59089,2.84,66.905,73.833,97.9553070068359,20.4384593963623,91.9911880493164,99.9367523193359,2012,Azerbaijan
9173082.0,4673150.0,4499932.0,19.2,5.9,9.0,14.07454,37.88278,43.91142,6.222593,5.42,65952763948.839,3347531421.58051,3.55,66.64,73.344,95.5736312866211,19.647310256958,92.8068313598633,99.9440994262695,2011,Azerbaijan
9054332.0,4617522.0,4436811.0,18.3,5.9,9.0,13.71677,38.22997,44.38409,6.300072,5.63,52909294791.9262,2921255918.26564,4.45,66.255,72.821,93.7622985839844,19.2600402832031,89.5144500732422,99.9505996704102,2010,Azerbaijan
8947243.0,4567635.0,4379608.0,17.0,5.9,9.0,12.66913,38.12477,44.10107,5.621912,5.74,44292408816.638,2711551620.46157,3.27,65.976,72.777,95.0685729980469,19.057710647583,91.7717208862305,99.951301574707,2009,Azerbaijan
8763400.0,4481467.0,4281933.0,17.4,6.0,9.0,12.13018,39.59319,43.16676,5.05452,5.86,48851318825.7152,2733625217.56765,3.08,65.623,71.989,94.0724716186523,19.0478897094727,90.7368316650391,,2008,Azerbaijan
8581300.0,4398946.0,4182354.0,17.7,6.3,9.0,12.62549,38.54912,43.83479,3.996481,6.33,33049426816.4448,2215298051.09436,3.78,65.189,72.025,94.7712020874023,19.3645992279053,98.13037109375,99.9891510009766,2007,Azerbaijan
8484550.0,4359694.0,4124857.0,17.6,6.2,9.0,12.35354,39.5469,44.20285,3.441908,6.62,20981929497.6188,1487948334.81636,2.86,64.762,71.557,94.2166595458984,19.7894592285156,91.6054306030273,100.0,2006,Azerbaijan
8391850.0,4322172.0,4069677.0,16.9,6.2,9.0,12.0773,39.31745,40.85891,4.894924,7.26,13245421880.834,1203590781.24983,3.36,64.154,70.947,95.526969909668,28.8455085754395,93.4306182861328,,2005,Azerbaijan
8306500.0,4288067.0,4018433.0,15.8,6.0,9.0,11.9057,39.53688,41.26365,4.802119,7.99,8680410157.5717,953805120.711349,3.07,63.881,70.771,97.2613296508789,28.8455085754395,95.5954284667969,,2004,Azerbaijan
8234100.0,4258445.0,3975655.0,13.8,6.0,9.0,12.89596,38.20239,42.71645,4.804258,9.17,7276413079.11451,904142561.289258,2.94,63.161,70.336,96.2132415771484,28.8455085754395,92.6961517333984,,2003,Azerbaijan
8171950.0,4232123.0,3939827.0,13.5,5.7,9.0,11.52824,40.18518,41.8706,5.092209,10.04,6236086669.17539,870223393.339773,2.35,62.589,69.884,98.3494262695312,28.8455085754395,97.5860137939453,,2002,Azerbaijan
8111200.0,4206436.0,3904764.0,13.6,5.6,9.0,10.821,39.95425,44.0178,4.990245,10.91,5707618246.56848,846865548.775031,1.75,61.697,69.356,98.8610000610352,28.8455085754395,95.1685791015625,,2001,Azerbaijan
8048600.0,4179613.0,3868986.0,14.5,5.8,9.0,10.87867,41.00958,46.48091,4.892989,11.78,5272617196.04517,848093340.556301,2.07,61.032,68.794,97.2074890136719,28.8455085754395,89.5135116577148,,2000,Azerbaijan
7982750.0,4150048.0,3832703.0,14.7,5.8,9.0,11.17263,42.31393,48.0145,5.024084,10.9,4581246713.32066,842927066.057199,2.14,60.276,68.172,100.911262512207,28.8455085754395,,99.886100769043,1999,Azerbaijan
7913000.0,4112846.0,3800154.0,15.7,5.9,9.0,11.11981,42.30176,47.58163,5.163038,10.0,4446370371.15023,806927181.231821,2.48,59.539,67.599,100.911262512207,28.8455085754395,,,1998,Azerbaijan
7838250.0,4068551.0,3769700.0,16.8,6.0,9.0,14.10624,43.25589,49.1214,7.350383,9.1,3962362387.47922,797541009.315309,1.99,58.849,67.08,100.911262512207,28.8455085754395,,,1997,Azerbaijan
7763000.0,4024032.0,3738968.0,16.6,6.2,9.0,15.71888,45.09108,51.55476,8.551723,8.1,3176507991.73964,792906426.54088,1.74,58.594,66.564,100.911262512207,28.8455085754395,,,1996,Azerbaijan
7684850.0,3977930.0,3706920.0,18.9,6.7,9.0,18.32662,44.7689,51.57608,10.4911,7.2,2417332562.22184,612659785.195226,1.37,58.009,66.511,100.911262512207,28.8455085754395,,,1995,Azerbaijan
1472233.0,560034.0,912199.0,19.841,6.208,9.0,20.98223,29.10045,30.14557,11.87949,1.399,44390820478.7234,114358510.638298,5.285,68.479,74.716,92.3441925048828,77.2444915771484,92.9442291259766,,2022,Bahrain
1463265.0,554616.0,908649.0,11.926,2.479,9.0,34.92438,0.9823518,0.0455859,12.58644,1.532,39303403989.3617,109695744.680851,5.285,77.757,80.018,100.911262512207,70.7630310058594,,,2021,Bahrain
1477469.0,557039.0,920430.0,12.621,2.239,9.0,34.90001,0.9894256,0.0458601,12.42689,1.674,34621807712.766,108640425.531915,0.0,78.165,80.433,100.911262512207,56.6339988708496,,,2020,Bahrain
1494188.0,560779.0,933409.0,13.198,2.0,9.0,35.09085,0.9920013,0.0446706,12.07916,1.181,38653318085.1064,108697872.340426,0.0,78.98,81.319,98.0046920776367,53.6918601989746,99.6566772460938,,2019,Bahrain
1487340.0,555346.0,931994.0,13.818,1.992,9.0,35.20015,1.010303,0.0459672,10.98272,1.185,37802005319.1489,108892287.234043,0.0,78.816,81.195,98.7649765014648,48.5386581420898,98.9089508056641,,2018,Bahrain
1456834.0,544637.0,912197.0,14.506,2.039,9.0,35.29351,1.025626,0.0474597,10.19316,1.169,35473776595.7447,103085106.382979,0.0,78.612,81.116,100.925018310547,45.1864395141602,99.9090576171875,,2017,Bahrain
1409661.0,532635.0,877025.0,15.181,2.071,9.0,35.22451,1.046966,0.0488905,9.699874,1.181,32234973404.2553,107074468.085106,0.0,78.462,81.033,102.698867797852,43.6653099060059,100.38671875,,2016,Bahrain
1362142.0,520442.0,841699.0,15.791,2.109,9.0,35.15732,1.074456,0.0514849,9.161173,1.197,31050638297.8723,98191489.3617021,0.0,78.342,80.84,102.214332580566,43.6383781433105,99.3720779418945,,2015,Bahrain
1311134.0,500430.0,810704.0,15.953,2.028,9.0,35.21822,1.078468,0.05087,9.005296,1.184,33387712765.9574,100132978.723404,0.0,78.2,80.813,105.241493225098,44.1516189575195,103.785026550293,,2014,Bahrain
1261673.0,474410.0,787263.0,15.862,1.933,9.0,35.11164,1.087176,0.0502378,8.914107,1.178,32539468085.1064,89414893.6170213,0.0,78.126,80.646,105.874481201172,42.9303894042969,104.098808288574,,2013,Bahrain
1224939.0,459516.0,765423.0,15.955,1.935,9.0,35.08344,1.094308,0.0502332,9.169717,1.2,30749308510.6383,84787234.0425532,0.0,78.03,80.369,99.5238571166992,47.3633117675781,98.1915664672852,,2012,Bahrain
1212077.0,458268.0,753809.0,15.759,1.927,9.0,35.23989,1.099885,0.0500882,9.291724,1.185,28776595744.6809,83696808.5106383,0.0,77.882,80.109,96.224967956543,46.54248046875,93.507682800293,100.0,2011,Bahrain
1213645.0,459645.0,754000.0,15.845,1.883,9.0,35.71941,1.087552,0.05065,9.112077,1.13,25713271276.5957,76542553.1914894,0.0,77.737,79.966,100.911262512207,28.8455085754395,,,2010,Bahrain
1179453.0,448332.0,731120.0,16.089,1.925,9.0,34.53429,1.140845,0.0592088,9.057469,1.144,22938218085.1064,77367021.2765957,0.0,77.323,79.901,100.911262512207,28.8455085754395,,,2009,Bahrain
1110343.0,425579.0,684764.0,16.732,2.002,9.0,34.37679,1.188068,0.0685489,9.386366,1.11,25710904255.3191,68085106.3829787,0.0,76.838,79.719,100.911262512207,28.8455085754395,,,2008,Bahrain
1040532.0,402471.0,638061.0,17.526,2.108,9.0,33.21834,1.237056,0.0792924,9.590852,1.091,21730000000.0,63510638.2978723,0.0,76.281,79.469,100.911262512207,28.8455085754395,,,2007,Bahrain
970981.0,379474.0,591506.0,18.705,2.235,9.0,32.12812,1.290954,0.0917387,9.821834,1.107,18504760638.2979,49734042.5531915,0.0,75.842,78.941,101.590881347656,19.7194690704346,,,2006,Bahrain
901921.0,356731.0,545191.0,19.911,2.308,9.0,30.92725,1.345882,0.1060952,10.23076,1.104,15968723404.2553,3638505418.42264,0.0,75.617,78.723,94.840087890625,22.4983291625977,93.7952423095703,,2005,Bahrain
833451.0,334293.0,499158.0,20.648,2.429,9.0,29.93781,1.400347,0.1227639,10.75763,1.103,13150159574.4681,3638505418.42264,0.0,75.308,78.253,94.7030868530273,28.8455085754395,92.1392211914062,,2004,Bahrain
778256.0,316143.0,462113.0,20.869,2.483,9.0,29.13028,1.460887,0.1431511,11.43547,1.11,11074813829.7872,3638505418.42264,0.0,75.126,77.97,94.4737396240234,29.3518600463867,89.2636871337891,,2003,Bahrain
748324.0,305882.0,442442.0,20.471,2.509,9.0,28.73841,1.514913,0.1642238,12.28257,1.136,9593510638.29787,3638505418.42264,0.0,74.772,77.908,94.6728515625,28.8455085754395,89.0697708129883,,2002,Bahrain
730257.0,299108.0,431149.0,20.129,2.516,9.0,28.56771,1.567635,0.1868834,13.20498,1.144,8976196808.51064,3638505418.42264,0.0,74.634,77.669,94.2617034912109,28.8455085754395,84.5676727294922,97.0247116088867,2001,Bahrain
711442.0,291872.0,419570.0,20.739,2.595,9.0,28.45547,1.639199,0.1889953,12.35537,1.117,9062898936.17021,3638505418.42264,0.0,74.099,77.48,93.9407501220703,28.8455085754395,84.368293762207,,2000,Bahrain
692133.0,284326.0,407807.0,21.261,2.703,9.0,28.14423,1.695217,0.1878594,11.67832,1.126,6621010739.19607,3638505418.42264,0.0,73.735,76.716,93.8466262817383,16.9030494689941,85.4420471191406,,1999,Bahrain
672484.0,276567.0,395916.0,21.288,2.76,9.0,28.05012,1.761404,0.1877869,11.1455,1.121,6183777212.47778,3638505418.42264,0.0,73.245,76.636,92.4050216674805,28.8455085754395,80.4505386352539,,1998,Bahrain
652643.0,268694.0,383949.0,21.523,2.75,9.0,28.12995,1.845058,0.1890534,10.90579,1.136,6349202984.63326,3638505418.42264,0.0,73.233,76.367,91.7048416137695,28.8455085754395,,,1997,Bahrain
632756.0,260792.0,371964.0,21.915,2.766,9.0,28.2465,1.924159,0.1915331,10.22234,1.127,6101861963.59179,3638505418.42264,0.0,73.182,75.963,91.6333999633789,14.0482397079468,78.2316589355469,,1996,Bahrain
612934.0,252912.0,360022.0,22.691,2.896,9.0,28.37973,2.009597,0.1913292,10.2645,1.128,5849468272.89759,50477663.490067,0.0,72.802,75.111,91.7473220825195,14.3069496154785,78.6166000366211,,1995,Bahrain
171186372.0,86327159.0,84859213.0,19.841,6.208,5.0,20.98223,29.10045,30.14557,11.87949,4.699,460201000095.101,51623512150.4825,5.285,68.479,74.716,117.659454345703,22.8396492004395,107.697937011719,,2022,Bangladesh
169356251.0,85358163.0,83998088.0,17.821,5.68,5.0,21.71396,37.09001,56.00898,18.0622,5.097,416264802185.166,48423495120.1658,5.285,70.599,74.267,115.448181152344,23.40016746521,120.082885742188,,2021,Bangladesh
167420951.0,84357236.0,83063714.0,18.053,5.816,5.0,21.24903,37.87102,56.72395,17.80486,5.209,373902196399.317,44867092731.5094,27.96,70.187,73.957,118.429237365723,22.538854598999,,94.4617767333984,2020,Bangladesh
165516222.0,83352043.0,82164179.0,18.35,5.28,5.0,20.94673,38.32538,57.71665,17.37293,4.382,351238397263.802,42061928774.277,26.37,70.713,75.09,100.911262512207,22.8052139282227,,94.8624267578125,2019,Bangladesh
163683958.0,82369393.0,81314565.0,18.462,5.241,5.0,20.66612,39.42393,58.71356,17.09482,4.38,321379163135.647,40108367617.8272,25.79,70.889,74.346,112.427696228027,19.70263671875,,93.2964401245117,2018,Bangladesh
161793964.0,81371533.0,80422431.0,18.495,5.442,5.0,20.41933,40.5973,59.65691,16.89782,4.37,293754769935.148,38062616431.0732,28.01,69.822,73.95,109.125358581543,18.5305080413818,,92.9507598876953,2017,Bangladesh
159784568.0,80325176.0,79459393.0,19.002,5.632,5.0,20.45953,42.66475,63.22787,16.04611,4.35,265236389198.948,35713528956.3499,30.23,69.085,73.325,100.911262512207,17.4021797180176,,92.2426528930664,2016,Bangladesh
157830000.0,79294197.0,78535803.0,19.158,5.776,5.0,20.46674,43.54638,61.15647,17.13427,4.371,195078574089.067,28838458656.8131,31.12,68.498,72.739,100.911262512207,15.5907163619995,,87.8887710571289,2015,Bangladesh
155961299.0,78287731.0,77673568.0,19.537,5.891,5.0,20.55099,44.38585,58.89369,18.29297,4.393,172885432686.945,26540716215.0634,35.34,67.876,72.42,100.911262512207,13.6534414291382,,85.5547332763672,2014,Bangladesh
